YEAR,state,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_SW_DIFF,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,ALLSKY_SRF_ALB,CLOUD_AMT,CLRSKY_SFC_PAR_TOT,CLRSKY_SFC_SW_DWN,GWETPROF,GWETROOT,GWETTOP,PS,QV2M,RH2M,T2MDEW,T2MWET,TOA_SW_DWN,TS,WD10M,WD2M,WS10M,WS2M
2000,Delaware,,,,14.74,,,,0.11,59.8,,19.83,0.72,0.74,0.73,101.62,7.93,78.62,8.23,10.21,28.87,12.12,285.56,287.5,4.55,3.07
2001,Delaware,82.26,5.73,18.1,15.96,10.38,0.21,,0.13,51.58,101.72,19.9,0.65,0.67,0.65,101.64,7.87,75.5,8.48,10.86,28.91,13.23,266.31,268.94,4.28,2.87
2002,Delaware,80.23,6.11,16.41,15.54,10.13,0.21,,0.12,56.59,101.04,19.73,0.64,0.66,0.63,101.62,7.93,73.5,8.64,11.33,28.91,14.22,262.94,264.56,4.58,3.1
2003,Delaware,72.81,5.89,14.55,13.99,9.27,0.19,,0.12,60.53,100.51,19.58,0.83,0.86,0.84,101.51,8.54,83.88,9.24,10.65,28.9,11.91,274.0,277.69,4.5,3.04
2004,Delaware,76.64,5.81,15.98,14.77,9.73,0.2,,0.12,55.35,100.88,19.65,0.74,0.76,0.74,101.64,8.61,80.56,9.4,11.19,28.86,12.97,275.31,277.62,4.41,2.98
2005,Delaware,78.07,5.84,16.39,15.08,9.88,0.2,,0.13,53.78,101.34,19.77,0.7,0.72,0.7,101.53,8.3,78.44,8.91,10.98,28.89,13.15,281.44,284.25,4.34,2.92
2006,Delaware,79.93,5.89,16.86,15.49,10.09,0.2,,0.12,52.84,100.84,19.71,0.67,0.69,0.67,101.47,8.42,76.62,9.46,11.73,28.89,14.05,267.88,269.88,4.4,2.98
2007,Delaware,81.04,5.85,17.33,15.72,10.2,0.21,,0.12,52.2,100.74,19.7,0.67,0.69,0.67,101.62,8.24,75.88,8.84,11.22,28.89,13.81,272.5,274.69,4.36,2.97
2008,Delaware,79.77,5.93,16.6,15.44,10.11,0.21,,0.12,54.2,101.2,19.77,0.68,0.7,0.69,101.57,8.18,76.88,8.98,11.22,28.85,13.59,264.12,266.0,4.42,3.0
2009,Delaware,75.58,5.9,15.47,14.57,9.62,0.2,,0.12,58.21,101.19,19.73,0.76,0.78,0.77,101.56,8.42,81.25,9.22,10.93,28.89,12.65,289.19,291.81,4.4,2.98
2010,Delaware,82.01,5.57,17.99,15.84,10.37,0.21,,0.13,49.09,102.42,19.93,0.73,0.75,0.73,101.3,8.3,77.75,8.94,11.15,28.9,13.4,285.5,286.62,4.54,3.08
2011,Delaware,80.18,6.07,16.56,15.47,10.12,0.21,,0.12,53.63,100.95,19.66,0.73,0.75,0.74,101.48,8.73,79.0,9.88,11.9,28.9,13.94,246.31,248.0,4.33,2.93
2012,Delaware,80.28,5.95,16.78,15.47,10.17,0.21,,0.12,54.02,101.4,19.73,0.68,0.7,0.68,101.51,8.54,76.81,9.9,12.19,28.87,14.65,268.88,271.06,4.22,2.85
2013,Delaware,78.64,5.82,16.54,15.14,10.02,0.2,,0.12,54.96,102.48,19.94,0.73,0.76,0.74,101.67,8.48,80.25,9.09,10.9,28.9,12.73,263.88,266.44,4.4,2.98
2014,Delaware,78.87,5.79,16.42,15.22,10.04,0.2,,0.12,56.1,102.32,19.96,0.72,0.74,0.72,101.58,8.0,78.75,8.28,10.28,28.9,12.35,289.06,292.06,4.35,2.95
2015,Delaware,79.22,5.88,16.36,15.25,10.07,0.21,,0.12,56.21,102.23,19.85,0.71,0.73,0.72,101.69,8.61,78.94,9.42,11.41,28.91,13.41,272.88,276.81,4.32,2.92
2016,Delaware,80.3,5.4,17.94,15.44,10.2,0.21,,0.12,51.39,103.17,20.0,0.73,0.74,0.73,101.6,8.54,77.94,9.47,11.57,28.86,13.72,274.19,275.94,4.36,2.95
2017,Delaware,79.4,5.79,16.61,15.25,10.12,0.21,,0.12,56.56,102.94,19.96,0.69,0.7,0.7,101.55,8.61,77.44,9.65,11.77,28.89,13.89,265.56,268.12,4.44,3.01
2018,Delaware,78.16,5.89,16.0,14.98,9.97,0.21,,0.12,61.01,102.7,19.86,0.74,0.77,0.76,101.69,9.09,81.25,10.04,11.76,28.89,13.51,261.56,264.69,4.48,3.03
2019,Delaware,81.58,6.08,16.54,15.66,10.38,0.22,,0.12,60.99,102.81,19.91,0.7,0.71,0.69,101.59,8.61,77.06,9.53,11.76,28.89,14.11,270.56,272.88,4.32,2.93
2020,Delaware,79.22,5.96,16.23,15.16,10.11,0.21,,0.12,59.63,102.81,19.91,0.7,0.73,0.72,101.6,8.85,78.94,10.19,12.19,28.86,14.23,260.12,262.38,4.38,2.97
2021,Delaware,81.04,5.8,17.24,15.59,10.22,0.2,,0.12,56.2,102.18,19.83,0.7,0.72,0.69,101.58,8.73,77.75,9.92,12.07,28.9,14.29,275.69,277.88,4.27,2.89
2022,Delaware,82.89,5.62,18.45,15.91,10.48,0.22,,0.13,55.21,104.05,20.13,0.64,0.66,0.65,101.63,8.3,75.56,9.03,11.44,28.91,14.08,274.0,277.06,4.5,3.05
1981,Pennsylvania,,,,,,,,,,,,0.53,0.54,0.59,96.86,6.23,77.62,3.78,5.96,,7.94,275.38,273.81,2.21,0.23
1982,Pennsylvania,,,,,,,,,,,,0.55,0.56,0.61,97.07,6.29,79.56,4.01,6.01,,7.79,260.12,260.44,2.1,0.23
1983,Pennsylvania,,,,,,,,,,,,0.57,0.57,0.62,96.92,6.47,78.5,4.41,6.53,,8.45,279.31,293.81,2.12,0.22
1984,Pennsylvania,,,,13.13,,,,0.14,70.02,,19.25,0.66,0.66,0.7,97.02,6.71,84.31,4.78,6.26,28.15,7.54,273.31,277.44,2.02,0.22
1985,Pennsylvania,,,,14.05,,,,0.12,69.18,,19.74,0.55,0.56,0.61,96.97,6.35,78.69,4.27,6.38,28.19,8.31,265.06,269.69,2.2,0.24
1986,Pennsylvania,,,,14.1,,,,0.12,70.56,,19.72,0.59,0.6,0.65,97.02,6.65,81.31,4.79,6.59,28.19,8.22,271.69,277.0,2.05,0.2
1987,Pennsylvania,,,,13.9,,,,0.13,64.1,,19.35,0.58,0.59,0.64,96.96,6.71,80.56,4.95,6.86,28.19,8.55,287.88,305.69,2.05,0.22
1988,Pennsylvania,,,,14.52,,,,0.12,64.38,,19.5,0.52,0.53,0.58,96.95,5.98,75.12,3.35,5.9,28.15,8.26,266.88,261.5,2.18,0.22
1989,Pennsylvania,,,,12.96,,,,0.12,71.99,,19.54,0.56,0.57,0.63,97.02,6.65,80.12,4.25,6.1,28.2,7.72,272.5,278.44,2.09,0.23
1990,Pennsylvania,,,,13.04,,,,0.11,71.44,,19.3,0.58,0.59,0.65,97.03,6.96,81.19,5.85,7.62,28.2,9.23,263.0,259.5,2.12,0.21
1991,Pennsylvania,,,,13.92,,,,0.12,68.64,,19.31,0.58,0.58,0.6,97.05,6.65,76.19,5.03,7.45,28.2,9.68,269.81,272.75,2.06,0.22
1992,Pennsylvania,,,,13.07,,,,0.16,70.26,,19.79,0.56,0.56,0.62,96.98,6.35,80.5,4.35,6.19,28.16,7.83,268.88,275.19,2.1,0.23
1993,Pennsylvania,,,,13.46,,,,0.21,68.1,,19.09,0.61,0.62,0.66,97.0,6.47,80.88,4.42,6.3,28.19,7.98,272.56,287.62,2.1,0.23
1994,Pennsylvania,,,,14.24,,,,0.2,65.93,,18.99,0.62,0.63,0.68,97.07,6.65,83.31,4.48,6.1,28.19,7.5,278.44,287.12,2.05,0.22
1995,Pennsylvania,,,,13.65,,,,0.12,65.73,,19.6,0.55,0.55,0.59,96.9,6.29,76.62,3.98,6.39,28.19,8.6,269.06,278.69,2.15,0.23
1996,Pennsylvania,,,,13.23,,,,0.12,68.67,,19.58,0.68,0.69,0.73,96.92,6.65,83.25,4.65,6.21,28.15,7.55,263.06,270.0,2.12,0.23
1997,Pennsylvania,,,,14.31,,,,0.11,64.53,,19.95,0.6,0.6,0.64,96.84,6.1,78.5,3.9,6.02,28.19,7.97,276.75,270.62,2.25,0.23
1998,Pennsylvania,,,,13.9,,,,0.1,64.53,,19.55,0.59,0.59,0.61,96.89,6.96,77.56,5.89,8.11,28.2,10.13,278.75,283.06,2.01,0.2
1999,Pennsylvania,,,,14.4,,,,0.11,61.47,,19.79,0.52,0.52,0.57,96.99,6.23,75.0,4.3,6.88,28.2,9.29,278.06,281.38,2.15,0.22
2000,Pennsylvania,,,,13.16,,,,0.11,64.93,,19.59,0.52,0.52,0.58,96.98,6.41,76.81,4.24,6.51,28.17,8.58,276.06,280.81,2.16,0.23
2001,Pennsylvania,73.91,6.02,15.03,14.37,9.52,0.19,,0.15,60.91,99.62,19.66,0.48,0.48,0.53,97.0,6.16,72.62,4.24,7.05,28.21,9.63,269.44,275.75,2.11,0.23
2002,Pennsylvania,71.84,6.22,13.6,13.93,9.26,0.19,,0.15,65.62,98.8,19.46,0.52,0.52,0.58,96.98,6.59,76.12,4.84,7.29,28.21,9.54,263.38,259.69,2.15,0.23
2003,Pennsylvania,65.51,5.99,11.9,12.61,8.51,0.17,,0.16,68.52,98.38,19.37,0.65,0.66,0.71,96.87,7.02,84.38,5.33,6.76,28.2,7.98,263.81,273.0,2.09,0.23
2004,Pennsylvania,69.53,6.05,13.41,13.44,8.98,0.18,,0.16,63.8,98.67,19.4,0.7,0.7,0.74,97.01,7.26,85.19,5.92,7.27,28.16,8.45,273.38,287.5,2.07,0.22
2005,Pennsylvania,71.51,5.98,14.07,13.86,9.23,0.19,,0.16,60.42,99.67,19.6,0.62,0.62,0.65,96.91,6.77,79.31,5.0,7.09,28.19,8.9,277.62,286.75,2.02,0.23
2006,Pennsylvania,72.79,6.09,14.31,14.12,9.41,0.19,,0.14,62.52,99.2,19.54,0.61,0.62,0.66,96.86,7.02,80.38,5.94,7.81,28.19,9.48,276.31,274.62,2.1,0.23
2007,Pennsylvania,74.65,5.8,15.32,14.5,9.59,0.2,,0.15,58.8,99.51,19.61,0.58,0.59,0.62,96.99,6.59,77.62,4.82,7.08,28.19,9.19,274.88,275.25,2.15,0.23
2008,Pennsylvania,71.81,5.93,14.24,13.92,9.3,0.19,,0.14,61.44,99.52,19.62,0.6,0.61,0.64,96.93,6.59,80.0,4.79,6.75,28.15,8.53,265.75,267.5,2.09,0.22
2009,Pennsylvania,69.07,6.03,13.22,13.36,8.97,0.18,,0.15,64.23,99.41,19.58,0.57,0.58,0.63,96.93,6.65,80.81,4.91,6.75,28.19,8.41,271.56,274.0,2.09,0.22
2010,Pennsylvania,74.62,5.76,15.68,14.46,9.62,0.2,,0.15,58.42,100.9,19.81,0.58,0.58,0.62,96.73,6.77,77.62,5.07,7.36,28.19,9.44,289.81,298.94,2.21,0.23
2011,Pennsylvania,68.71,5.87,13.36,13.23,8.91,0.19,,0.15,63.95,99.1,19.44,0.7,0.7,0.73,96.85,7.51,84.38,6.46,7.93,28.2,9.15,260.62,269.5,2.04,0.23
2012,Pennsylvania,73.31,5.96,14.62,14.18,9.48,0.2,,0.14,60.9,99.78,19.58,0.59,0.6,0.64,96.9,7.14,78.81,6.29,8.4,28.16,10.26,266.62,266.56,2.03,0.23
2013,Pennsylvania,71.41,6.14,13.77,13.78,9.28,0.19,,0.16,63.7,100.86,19.79,0.55,0.56,0.61,97.01,6.71,78.62,4.72,6.81,28.2,8.74,259.38,265.56,2.11,0.22
2014,Pennsylvania,71.35,6.09,13.92,13.82,9.27,0.19,,0.16,63.34,100.76,19.81,0.55,0.56,0.61,96.93,6.53,79.06,4.08,6.07,28.2,7.87,261.0,270.69,2.16,0.22
2015,Pennsylvania,72.81,5.98,14.65,14.09,9.41,0.19,,0.16,62.15,100.74,19.75,0.52,0.52,0.59,97.06,6.9,78.12,5.12,7.26,28.21,9.16,266.0,276.94,2.07,0.23
2016,Pennsylvania,73.87,5.87,15.17,14.23,9.59,0.2,,0.14,60.48,101.66,19.88,0.54,0.55,0.59,96.97,6.84,75.88,5.36,7.8,28.16,10.02,266.88,257.56,2.11,0.23
2017,Pennsylvania,70.62,5.93,13.95,13.59,9.18,0.19,,0.14,63.69,100.66,19.72,0.56,0.57,0.62,96.92,7.02,78.94,5.76,7.79,28.19,9.61,260.31,266.62,2.11,0.23
2018,Pennsylvania,66.39,5.93,11.91,12.7,8.7,0.18,,0.14,70.85,100.4,19.59,0.7,0.71,0.75,97.06,7.69,85.44,6.35,7.66,28.19,8.8,265.19,275.75,2.05,0.22
2019,Pennsylvania,71.62,6.19,13.5,13.78,9.31,0.19,,0.15,66.92,100.85,19.71,0.66,0.66,0.69,96.96,7.2,81.88,5.83,7.54,28.19,9.05,263.5,269.31,2.06,0.22
2020,Pennsylvania,71.72,6.04,13.88,13.81,9.33,0.19,,0.14,66.17,100.99,19.78,0.55,0.56,0.6,96.97,6.9,77.75,5.69,7.9,28.15,9.94,258.94,262.94,2.09,0.21
2021,Pennsylvania,71.44,6.03,13.88,13.79,9.21,0.18,,0.15,64.81,100.05,19.61,0.57,0.58,0.64,96.97,7.39,80.69,6.37,8.23,28.2,9.87,272.81,285.56,2.01,0.22
2022,Pennsylvania,74.55,5.92,15.26,14.36,9.66,0.2,,0.15,61.88,102.34,20.0,0.58,0.58,0.62,97.0,6.77,78.69,4.99,7.1,28.21,8.94,258.25,258.19,2.08,0.23
1981,New Jersey,,,,,,,,,,,,0.49,0.48,0.52,101.3,7.02,75.69,6.3,8.65,,11.3,284.25,286.25,4.41,2.89
1982,New Jersey,,,,,,,,,,,,0.54,0.52,0.55,101.55,7.26,77.56,6.98,9.1,,11.48,277.12,280.25,4.15,2.72
1983,New Jersey,,,,,,,,,,,,0.6,0.58,0.62,101.35,7.69,79.75,7.8,9.69,,11.77,294.19,298.06,4.32,2.83
1984,New Jersey,,,,13.68,,,,0.14,69.4,,19.17,0.7,0.66,0.7,101.47,7.87,83.69,8.18,9.63,28.15,11.18,284.56,288.19,4.06,2.65
1985,New Jersey,,,,14.64,,,,0.11,68.77,,19.54,0.51,0.48,0.52,101.43,7.39,76.25,7.26,9.53,28.19,12.08,274.06,276.5,4.33,2.84
1986,New Jersey,,,,14.62,,,,0.12,67.88,,19.65,0.53,0.51,0.55,101.48,7.39,77.44,7.36,9.51,28.19,11.91,280.44,283.44,4.11,2.69
1987,New Jersey,,,,14.36,,,,0.12,62.99,,19.37,0.63,0.6,0.65,101.39,7.75,82.19,7.91,9.52,28.19,11.26,302.19,306.88,4.2,2.73
1988,New Jersey,,,,14.68,,,,0.12,64.6,,19.42,0.53,0.52,0.55,101.43,7.2,76.75,6.73,8.94,28.15,11.4,260.75,262.19,4.3,2.8
1989,New Jersey,,,,13.28,,,,0.11,67.91,,19.48,0.64,0.62,0.66,101.49,7.87,81.69,7.73,9.36,28.2,11.14,276.12,279.69,4.2,2.73
1990,New Jersey,,,,13.77,,,,0.12,67.52,,19.34,0.61,0.58,0.62,101.49,8.12,80.88,8.92,10.66,28.2,12.43,254.31,255.88,4.32,2.8
1991,New Jersey,,,,14.54,,,,0.12,64.34,,19.27,0.55,0.53,0.57,101.49,7.93,78.19,8.41,10.46,28.2,12.62,271.0,273.81,4.19,2.72
1992,New Jersey,,,,13.97,,,,0.15,66.99,,19.73,0.52,0.5,0.55,101.46,7.14,77.75,6.95,9.01,28.16,11.28,279.12,282.62,4.28,2.8
1993,New Jersey,,,,14.19,,,,0.18,66.45,,19.27,0.59,0.55,0.59,101.46,7.57,79.25,7.6,9.52,28.19,11.61,280.19,283.31,4.27,2.78
1994,New Jersey,,,,14.61,,,,0.18,64.9,,19.22,0.6,0.57,0.61,101.51,7.69,81.0,7.68,9.44,28.19,11.27,273.56,275.88,4.3,2.79
1995,New Jersey,,,,14.39,,,,0.12,62.77,,19.54,0.51,0.48,0.52,101.36,7.39,76.12,7.11,9.43,28.19,12.12,272.94,275.88,4.35,2.85
1996,New Jersey,,,,13.55,,,,0.12,66.11,,19.56,0.66,0.62,0.66,101.39,7.69,83.0,7.71,9.23,28.15,10.83,263.12,265.69,4.38,2.85
1997,New Jersey,,,,14.94,,,,0.09,63.12,,19.75,0.62,0.59,0.62,101.27,7.26,78.19,7.25,9.28,28.19,11.44,276.88,278.25,4.46,2.91
1998,New Jersey,,,,14.16,,,,0.09,63.67,,19.44,0.62,0.59,0.61,101.29,8.06,79.12,8.86,10.8,28.2,12.78,285.94,289.69,4.13,2.67
1999,New Jersey,,,,14.74,,,,0.09,60.41,,19.7,0.53,0.52,0.55,101.42,7.57,76.0,7.82,10.15,28.2,12.66,280.25,283.5,4.44,2.89
2000,New Jersey,,,,13.67,,,,0.1,62.99,,19.6,0.55,0.52,0.58,101.42,7.51,78.69,7.4,9.37,28.17,11.54,285.25,288.0,4.34,2.84
2001,New Jersey,76.38,5.61,16.77,14.88,9.68,0.19,,0.14,54.48,98.36,19.38,0.51,0.49,0.52,101.44,7.57,75.5,7.76,10.14,28.21,12.6,268.44,270.06,4.06,2.62
2002,New Jersey,75.09,6.01,15.19,14.6,9.54,0.19,,0.12,59.37,97.59,19.2,0.47,0.45,0.48,101.42,7.63,73.94,7.9,10.48,28.21,13.33,260.88,261.94,4.35,2.84
2003,New Jersey,67.11,5.83,13.0,12.94,8.6,0.16,,0.12,63.45,96.84,19.04,0.67,0.64,0.68,101.33,8.06,83.31,8.2,9.69,28.2,11.22,278.19,281.75,4.34,2.83
2004,New Jersey,71.77,5.85,14.58,13.89,9.16,0.18,,0.12,58.35,97.2,19.08,0.59,0.56,0.6,101.45,8.12,81.06,8.43,10.15,28.16,12.02,279.94,283.25,4.24,2.77
2005,New Jersey,73.81,5.8,15.29,14.3,9.41,0.19,,0.13,55.18,98.0,19.24,0.53,0.51,0.55,101.34,7.93,78.44,8.13,10.2,28.19,12.53,277.69,280.69,4.2,2.74
2006,New Jersey,74.49,5.82,15.63,14.46,9.48,0.19,,0.12,56.15,97.52,19.17,0.56,0.54,0.59,101.27,8.12,78.75,8.94,10.92,28.19,12.98,267.0,268.25,4.28,2.77
2007,New Jersey,75.38,5.73,15.93,14.67,9.57,0.19,,0.12,55.02,97.82,19.24,0.58,0.55,0.59,101.42,8.0,79.38,8.28,10.19,28.19,12.27,271.62,273.38,4.2,2.73
2008,New Jersey,74.63,5.7,15.73,14.51,9.5,0.19,,0.12,55.31,97.76,19.24,0.55,0.53,0.57,101.37,7.81,78.06,8.21,10.27,28.15,12.48,263.44,264.75,4.19,2.73
2009,New Jersey,69.69,5.91,13.83,13.46,8.94,0.18,,0.12,60.6,97.59,19.17,0.62,0.59,0.65,101.37,8.0,82.06,8.38,9.99,28.19,11.73,288.12,291.31,4.23,2.76
2010,New Jersey,75.73,5.64,16.34,14.67,9.65,0.19,,0.13,52.77,99.26,19.45,0.62,0.59,0.62,101.08,8.06,79.25,8.4,10.38,28.19,12.49,285.25,286.38,4.35,2.84
2011,New Jersey,72.14,5.85,14.73,13.95,9.2,0.19,,0.13,57.99,97.38,19.11,0.59,0.57,0.62,101.29,8.42,81.12,9.18,10.92,28.2,12.69,250.56,251.44,4.09,2.66
2012,New Jersey,73.97,5.8,15.31,14.31,9.44,0.19,,0.12,57.05,97.94,19.21,0.56,0.54,0.58,101.32,8.3,78.81,9.36,11.35,28.16,13.49,269.0,270.12,4.03,2.62
2013,New Jersey,73.98,5.82,15.43,14.33,9.45,0.19,,0.12,55.84,99.05,19.43,0.6,0.57,0.62,101.47,8.06,80.69,8.23,9.98,28.2,11.87,266.62,269.38,4.22,2.75
2014,New Jersey,73.85,5.89,15.07,14.31,9.46,0.19,,0.13,58.47,99.25,19.49,0.61,0.58,0.62,101.39,7.69,80.56,7.6,9.37,28.2,11.3,281.94,285.31,4.17,2.71
2015,New Jersey,75.25,5.91,15.57,14.59,9.59,0.19,,0.12,56.7,98.71,19.37,0.61,0.58,0.62,101.51,8.18,80.25,8.55,10.37,28.21,12.27,271.25,274.69,4.16,2.7
2016,New Jersey,76.34,5.56,16.67,14.75,9.76,0.2,,0.12,53.37,99.97,19.54,0.56,0.53,0.57,101.4,8.12,77.94,8.62,10.7,28.16,12.94,273.81,275.88,4.2,2.74
2017,New Jersey,72.49,5.8,14.88,13.99,9.3,0.19,,0.12,58.38,99.15,19.41,0.57,0.55,0.59,101.37,8.18,78.88,8.77,10.72,28.19,12.77,270.44,272.88,4.24,2.76
2018,New Jersey,70.2,5.92,13.48,13.49,9.04,0.18,,0.12,65.09,98.66,19.26,0.63,0.61,0.66,101.5,8.61,82.62,9.21,10.76,28.19,12.43,265.31,268.06,4.26,2.77
2019,New Jersey,74.13,5.99,14.82,14.31,9.48,0.19,,0.12,63.31,99.0,19.35,0.68,0.65,0.67,101.41,8.36,81.31,8.96,10.65,28.19,12.44,274.44,277.31,4.15,2.7
2020,New Jersey,74.53,5.9,15.16,14.38,9.55,0.19,,0.12,61.12,99.27,19.41,0.59,0.57,0.62,101.42,8.48,80.56,9.48,11.26,28.15,13.12,260.06,262.19,4.17,2.71
2021,New Jersey,73.39,5.92,14.84,14.19,9.34,0.18,,0.12,60.86,98.03,19.21,0.65,0.61,0.66,101.38,8.67,81.69,9.58,11.24,28.2,12.92,281.5,284.38,4.03,2.62
2022,New Jersey,77.27,5.73,16.74,14.93,9.84,0.2,,0.12,56.44,100.25,19.59,0.55,0.52,0.56,101.45,8.12,77.75,8.56,10.67,28.21,12.97,269.5,272.31,4.33,2.82
1981,New York,,,,,,,,,,,,0.66,0.61,0.65,96.56,5.98,85.06,2.95,4.34,,5.54,269.12,268.06,2.48,0.35
1982,New York,,,,,,,,,,,,0.7,0.65,0.67,96.8,5.86,84.94,2.67,4.07,,5.26,259.88,263.81,2.48,0.36
1983,New York,,,,,,,,,,,,0.69,0.64,0.67,96.67,6.04,84.31,3.15,4.6,,5.8,269.94,283.81,2.4,0.34
1984,New York,,,,13.44,,,,0.16,69.63,,19.12,0.76,0.7,0.72,96.75,6.16,86.81,3.47,4.69,27.05,5.74,259.81,261.31,2.34,0.32
1985,New York,,,,13.18,,,,0.11,67.7,,19.25,0.69,0.63,0.66,96.68,5.86,84.5,2.91,4.38,27.09,5.68,262.5,266.62,2.52,0.37
1986,New York,,,,13.1,,,,0.1,70.61,,19.39,0.76,0.7,0.73,96.74,6.16,87.06,3.4,4.61,27.09,5.63,261.44,265.19,2.38,0.32
1987,New York,,,,13.3,,,,0.12,67.27,,19.18,0.75,0.7,0.72,96.7,6.29,86.81,3.68,4.9,27.09,5.9,273.94,294.44,2.31,0.3
1988,New York,,,,13.15,,,,0.11,71.59,,19.27,0.66,0.61,0.65,96.65,5.92,83.0,2.84,4.42,27.05,5.75,261.44,260.44,2.5,0.36
1989,New York,,,,12.7,,,,0.12,71.3,,19.17,0.71,0.66,0.69,96.75,6.1,84.81,2.72,4.07,27.11,5.15,262.19,265.88,2.45,0.35
1990,New York,,,,12.5,,,,0.13,74.34,,19.08,0.8,0.74,0.75,96.74,6.53,85.94,4.65,5.91,27.11,6.99,255.25,257.0,2.45,0.34
1991,New York,,,,13.5,,,,0.13,69.68,,19.14,0.73,0.69,0.7,96.78,6.41,84.5,4.2,5.63,27.11,6.87,266.38,269.06,2.38,0.34
1992,New York,,,,13.11,,,,0.17,71.46,,19.56,0.74,0.68,0.71,96.73,5.8,85.56,2.89,4.19,27.06,5.24,259.38,269.31,2.42,0.36
1993,New York,,,,12.5,,,,0.18,72.26,,19.28,0.75,0.7,0.72,96.75,6.1,86.81,3.15,4.4,27.1,5.4,258.0,275.31,2.37,0.33
1994,New York,,,,13.12,,,,0.16,71.73,,19.14,0.77,0.7,0.73,96.78,6.23,87.56,3.15,4.3,27.09,5.26,263.06,270.19,2.42,0.34
1995,New York,,,,13.36,,,,0.1,65.41,,19.35,0.66,0.61,0.64,96.63,6.04,83.06,3.11,4.74,27.09,6.15,263.25,273.62,2.42,0.34
1996,New York,,,,13.05,,,,0.14,68.97,,19.46,0.75,0.7,0.72,96.67,6.1,85.62,3.1,4.4,27.05,5.48,256.62,264.06,2.41,0.35
1997,New York,,,,13.53,,,,0.12,67.79,,19.57,0.74,0.7,0.7,96.55,5.8,85.62,2.89,4.23,27.09,5.33,269.81,266.38,2.54,0.38
1998,New York,,,,13.39,,,,0.11,68.62,,19.35,0.73,0.67,0.7,96.63,6.71,85.56,5.12,6.44,27.1,7.51,269.06,278.25,2.27,0.3
1999,New York,,,,13.88,,,,0.1,67.48,,19.45,0.61,0.57,0.6,96.73,6.16,80.5,3.62,5.47,27.1,7.12,268.44,277.44,2.45,0.34
2000,New York,,,,12.19,,,,0.12,72.03,,19.44,0.73,0.68,0.7,96.71,6.16,86.19,3.54,4.79,27.06,5.8,266.94,273.19,2.42,0.35
2001,New York,67.7,5.9,13.14,13.18,8.88,0.17,,0.15,67.46,96.55,19.16,0.66,0.62,0.64,96.73,6.23,83.25,4.01,5.6,27.11,6.92,263.81,273.5,2.32,0.34
2002,New York,66.27,5.85,12.6,12.86,8.68,0.16,,0.14,69.8,95.89,19.01,0.62,0.58,0.62,96.7,6.29,82.75,4.02,5.63,27.11,7.01,259.25,257.88,2.45,0.34
2003,New York,64.09,5.75,12.54,12.46,8.41,0.16,,0.15,68.63,95.59,18.99,0.73,0.69,0.71,96.62,6.35,87.62,3.62,4.78,27.1,5.73,256.44,266.94,2.36,0.33
2004,New York,64.29,5.7,12.79,12.47,8.45,0.16,,0.15,66.87,95.84,19.0,0.79,0.73,0.75,96.75,6.53,87.25,4.01,5.17,27.06,6.15,264.56,276.75,2.38,0.34
2005,New York,69.05,5.62,14.57,13.44,9.02,0.17,,0.15,62.08,96.5,19.1,0.76,0.7,0.72,96.66,6.65,85.88,4.15,5.5,27.1,6.51,270.88,285.19,2.24,0.32
2006,New York,63.68,5.59,12.55,12.36,8.37,0.16,,0.13,67.91,95.62,18.95,0.84,0.77,0.78,96.59,6.71,86.81,5.13,6.3,27.09,7.3,265.38,269.5,2.45,0.36
2007,New York,68.7,5.66,14.24,13.4,8.97,0.17,,0.14,62.89,96.3,19.11,0.77,0.73,0.73,96.7,6.41,86.56,3.86,5.14,27.09,6.21,269.69,272.75,2.39,0.35
2008,New York,66.93,5.7,13.56,13.04,8.75,0.17,,0.15,64.65,96.23,19.08,0.77,0.72,0.73,96.66,6.41,86.5,4.05,5.3,27.05,6.3,256.94,259.81,2.37,0.35
2009,New York,65.9,5.86,13.22,12.85,8.62,0.16,,0.15,65.23,96.17,19.11,0.8,0.73,0.75,96.68,6.23,86.0,3.72,5.0,27.09,6.11,266.69,272.75,2.36,0.34
2010,New York,66.74,5.75,13.44,12.93,8.77,0.16,,0.14,65.07,97.21,19.19,0.75,0.69,0.71,96.43,6.65,85.12,4.52,5.9,27.1,7.08,283.88,296.19,2.43,0.34
2011,New York,64.41,5.6,12.87,12.44,8.47,0.16,,0.14,66.62,96.16,18.98,0.84,0.77,0.78,96.59,6.96,87.62,5.05,6.18,27.1,7.1,257.69,268.0,2.34,0.33
2012,New York,68.28,5.66,13.87,13.22,8.96,0.17,,0.13,64.23,96.59,19.06,0.71,0.66,0.68,96.63,6.77,83.88,5.19,6.69,27.06,7.95,260.69,263.75,2.32,0.34
2013,New York,65.68,5.77,13.09,12.73,8.65,0.16,,0.14,66.35,97.26,19.24,0.74,0.69,0.71,96.73,6.47,85.06,3.83,5.19,27.11,6.33,259.88,271.25,2.41,0.35
2014,New York,66.95,5.8,13.54,13.04,8.79,0.16,,0.16,66.24,97.32,19.28,0.78,0.72,0.74,96.67,6.23,85.75,3.3,4.59,27.1,5.69,256.5,264.44,2.45,0.34
